Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Total_Sales,Total_Discount,Percentage,Reason,Area,Table_No_,Items
Detail,2023-11-02 15:32:38+00:00,8450,Multiple,,19815.0,2973.300000000003,15.005299015897062,,Dine in,10,"Amritsari Dal,BUTTER GARLIC NAAN,Brocoli,babycorn Mushroom Sizzle Chilly,Butter Paratha,Butter Roti,CLEAR SOUP (VEG),Crispy Corn,DAL KHICHDI,Diwani Handi,Exotic Stir Fried Vegetable,FRESH LIME SODA,FRESH LIME WATER,Fruit Punch,KUNG PAO PANEER,LASOONI PALAK,MALAI KULFI,Peach Satin,Pindi Chana,Roti,Sweet Corn Soup (VEG),Tom Yum Soup (VEG),Virgin Colada,Virgin Mojito"
Detail,2023-10-16 14:37:25+00:00,7394,SM,,7955.0,1193.7999999999997,15.006913890634817,,Dine in,20,"Basmati Rice,Burnt Garlic Soup (CHICKEN),Butter Paratha,Chicken Kebabs (Chicken Reshmi),Coastal Rawas (Gassi),Crispy Corn,DIET COKE,Dal Tadka,FRESH LIME SODA,Neer Dosa(4pc),PANEER CHILLY DRY,Phalguni Sabzi,SEVEN UP,Wonton & Noodle Soup (CHICKEN)"
Detail,2023-11-08 15:20:39+00:00,8816,SK,,17095.0,2564.9000000000015,15.003802281368829,,Dine in,9,"Crispy Corn,Dal Tadka,Dim Sum (VEG),Diwani Handi,Exotic Stir Fried Vegetable,Green Salad,HONEY NOODLES WITH VANILLA ICE CREAM,Hara Bhara Kabab,Jeera Rice,Lemon Coriander (VEG),MALAI KULFI,Manchow Soup (VEG),Missi Roti,PANEER TIKKA,Paneer Ke Shikanje,ROASTED PAPAD,Roti,Sweet Corn Soup (VEG),Virgin Mojito"
Detail,2023-11-03 23:00:47+00:00,8530,Multiple,,12550.0,1883.0999999999995,15.004780876494019,,Dine in,30,"CHICKEN TIKKA (Pahadi),Chicken Hunan,Chicken Kebabs (Murg Alishan),Exotic Hot Pot Vegtable,FRIED RICE (CHICKEN),FRIED RICE (VEG),Lemon Coriander (CHICKEN),Manchow Soup (CHICKEN),Manchow Soup (VEG),Missi Roti,Paneer Ke Shikanje,Pompfret (600 GMS),Stir Fried Chicken Chilly & Basil,VEG CRISPY"
Detail,2023-11-17 15:15:43+00:00,9454,TD,,13620.0,2043.3999999999999,15.002936857562409,,Dine in,10,"Amritsari Dal,BUTTER SCOTCH ICE CREAM,Butter Paratha,CREAM CARAMEL,Dal Tadka,FRESH LIME SODA,French Fries,Kung Pao Patato,Lemon Coriander (VEG),Manchow Soup (VEG),Neer Dosa(4pc),Paneer Ke Shikanje,Sweet Corn Soup (VEG),Vegetable Stew,Virgin Mojito"
Detail,2024-01-24 14:52:56+00:00,13865,Multiple,,13510.0,2027.2999999999995,15.005921539600292,,Dine in,30,"ALOO PARATHA,Amritsari Dal,Burnt Garlic Soup (VEG),CARAMEL CUSTARD(EGG LESS),Crispy Corn,Dum Pukht Biryani (VEG),FRESH LIME SODA,Juices Fresh,Kung Pao Patato,LASOONI PALAK,Lemon Coriander Soup (VEG),MANGO KULFI,MASALA CHAAS,Manchow Soup (VEG),Missi Roti,Mushroom Galauti,Paneer Ke Shikanje,Raita,SAHI GULAB KULFI,TOMATO SOUP"
Detail,2023-10-04 15:31:24+00:00,6607,Multiple,,9075.0,1361.8999999999996,15.007162534435258,,Dine in,20,"ALOO KULCHA,Amritsari Dal,BROWNIE SUNDAE,Butter Paratha,Crispy Corn,DOODHI HALWA,Dal Tadka,Diwani Handi,Jeera Rice,Lemon Coriander (VEG),Manchow Soup (VEG),PANEER CHILLY DRY,Papad Masala,Paratha Stuffed,Raita,Virgin Mojito"
Detail,2023-11-09 14:47:04+00:00,8860,Multiple,,9760.0,1464.5999999999997,15.006147540983603,,Dine in,10,"Bhara Hua Aloo,Butter Roti,Crispy Corn,Crispy Spinach Paneer,DAL PALAK KHICHDI,Diwani Handi,Hara Bhara Kabab,Lemon Coriander (VEG),Manchow Soup (VEG),Plain Curd,Raita"
Detail,2024-02-29 15:23:02+00:00,16092,Multiple,,10480.0,1572.5999999999997,15.005725190839692,,Dine in,20,"Assorted Stir Fried Vegetable Salt & Pepper,Blue Sea,Burnt Garlic Soup (CHICKEN),Burnt Garlic Soup (VEG),Butter Paratha,Coastal Prawns REG,Coastal Surmai (Koliwada),Dingri Lasooni,MASALA CHAAS,Malai Kofta,Manchow Soup (CHICKEN),Neer Dosa(4pc),PANEER CHILLY DRY,Papad Masala,Raita,Subzi Lahori"
Detail,2023-10-25 15:04:47+00:00,7949,Multiple,,12940.0,1941.7999999999993,15.006182380216378,,Dine in,10,"APPLE PIE WITH HOT CUSTARD,Bhara Hua Aloo,Burnt Garlic Soup (CHICKEN),Butter Paratha,CLEAR SOUP (CHICKEN),Chicken Kebabs (Chicken Malai),DAL KHICHDI,DIET COKE,Exotic Stir Fried Vegetable,FRESH LIME SODA,MALAI KULFI,Manchow Soup (CHICKEN),Paneer Ke Shikanje,Pompfret (600 GMS),Sweet Corn Soup (VEG),THUMPS UP,Virgin Mojito"
Detail,2023-11-02 15:06:35+00:00,8445,SK,,15465.0,2320.500000000001,15.00484966052377,,Garden Table,G 2,"BROWNIE SUNDAE,CARAMEL CUSTARD(EGG LESS),Chicken Kebabs (Murg Lalwari),FORTUNE RICE (VEG),FRESH LIME SODA,HAKKA NOODLES (VEG),Juices Fresh,KULFI RABDI FALOODA,Manchow Soup (CHICKEN),Manchow Soup (VEG),Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Paneer Ke Shikanje,SAHI GULAB KULFI,SEVEN UP,Subzi Kurkure Kebab,Sweet Corn Soup (VEG),TOMATO SOUP,Virgin Colada"
Detail,2023-11-29 14:55:55+00:00,10194,SK,,8355.0,1253.6999999999996,15.00538599640933,,Dine in,20,"Coastal Rawas (Tawa Fry),Crispy Spinach Paneer,Exotic Hot Pot Vegtable,FRIED RICE (VEG),Lemon Coriander Soup (VEG),Mushroom Galauti,PAN FRIED NOODLES (VEG),PEPSI,Stir Fried Chicken Chilly & Basil,Sweet Corn Soup (CHICKEN),Talumein Soup (VEG),Virgin Colada"
Detail,2023-11-29 15:50:24+00:00,10196,MK,,15555.0,2334.100000000001,15.005464480874323,,Garden Table,G 1,"Butter Paratha,Crispy Corn,DIET COKE,FRESH LIME SODA,FRESH LIME WATER,KESAR PISTA KULFI,MALAI KULFI,MANGO KULFI,Manchow Soup (VEG),Methi Malai Mutter,Navratan Pulao,Paneer Ke Shikanje,Papad Masala,Peach Iced Tea,Phalguni Sabzi,Raita,TEA,TOMATO SOUP,VEG MAKHANWALA,Veg Sweet Corn Soup,Virgin Colada"
Detail,2023-12-13 15:46:40+00:00,11152,SK,,16895.0,2534.800000000001,15.003255401006221,,Garden Table,G 2,"Burnt Garlic Soup (VEG),COLD COFFEE,Crispy Corn,DOODHI HALWA,Exotic Stir Fried Vegetable,FRESH LIME SODA,Garlic Bread,Manchow Soup (VEG),Navratan Pulao,Paneer Ke Shikanje,Paratha Stuffed,Plain Curd,SEVEN UP,THUMPS UP,TOMATO SOUP,Veg Sweet Corn Soup"
Detail,2023-11-08 14:24:22+00:00,8812,SK,,4930.0,739.7,15.004056795131845,,Dine in,30,"Coastal Rawas (Rawa Fry),Manchow Soup (VEG),PANEER HAKKA STYLE,Paneer Ke Shikanje,Stir Fried Chicken Chilly & Basil,Sweet Corn Soup (VEG)"
Detail,2023-12-02 23:18:31+00:00,10447,MK,,6535.0,980.6999999999998,15.006885998469777,,Garden Table,G 4,"APPLE PIE WITH HOT CUSTARD,Chicken Hunan,Chicken Kebabs (Chicken Angare),FRIED RICE (Egg),French Fries,Lemon Fizz,Manchow Soup (VEG),Naan,Roast Lamb In Black Peper,Roti,Stir Fried Chicken Chilly & Basil,Tom Yum Soup (SEA FOOD)"
Detail,2024-02-02 00:18:47+00:00,14406,Multiple,,7265.0,2179.5,30.0,,Personal Dine In Room,PDR 4,"CHICKEN TIKKA (Jamaican),Ceasar Salad,Coastal Prawns REG,FRESH LIME SODA,Neer Dosa(4pc),Spicy Crab Soup,Stir Fried Chicken Chilly & Basil,THUMPS UP,Tom Kha Soup (CHICKEN),Virgin Colada"
Detail,2024-01-16 15:04:16+00:00,13402,Multiple,,8485.0,1272.8999999999999,15.001767825574541,,Dine in,30,"Chicken Hunan,Cottage Cheese & Mushroom In Black Bean Sauce,Dim Sum (CHICKEN),Dim Sum (VEG),Dingri Lasooni,HAKKA NOODLES (VEG),HOT POT RICE (VEG)"
Detail,2024-02-05 16:10:44+00:00,14633,MK,,38720.0,5809.800000000005,15.004648760330591,,Garden Table,G 2,"Bhindi Mirch Masala,Butter Naan,CLEAR SOUP (VEG),CREAM CARAMEL,Chicken Kebabs (Chicken Angare),Chicken Kebabs (Murg Shikara),Coastal Rawas (Gassi),DAL KHICHDI,Dehati Murg,FRESH LIME SODA,GAJAR HALWA,Indian Malwani Bombil Fry,Lemon Coriander Soup (CHICKEN),Lemon Coriander Soup (VEG),MALAI KULFI,Manchow Soup (CHICKEN),Neer Dosa(4pc),Paneer Ke Shikanje,Peach Iced Tea,Roti,Virgin Colada,Virgin Mojito"
Detail,2023-09-04 22:27:43+00:00,4964,TD,,6275.0,941.4,15.002390438247012,,Dine in,1,"CLEAR SOUP (CHICKEN),Neer Dosa(4pc),Peach Satin,Pompfret (500 GMS),Prawns (100 GMS),SEVEN UP,Spicy Crab Soup"
Detail,2024-01-28 22:33:40+00:00,14200,SK,,4770.0,715.9999999999999,15.010482180293497,,Garden Table,G 3,"Brocoli,babycorn Mushroom Sizzle Chilly,Burnt Garlic Soup (VEG),FUTCHI RICE (VEG),Hara Bhara Kabab,Jal Jeera,Lemon Coriander Soup (VEG),Manchow Soup (VEG),ROASTED MASALA PAPAD,ROASTED PAPAD,SHORBA (Palak),Spice Guava,THUMPS UP"
Detail,2024-02-27 23:00:46+00:00,16037,SK,,6315.0,1894.5,30.0,,Dine in,30,"Amritsari Dal,Butter Roti,Coastal Rawas (Koliwada),DIET COKE,Paneer Khurchan,Roast Lamb In Black Peper,Roti,Sour & Pepper Soup (VEG),Subzi Kurkure Kebab"
Detail,2024-01-22 23:34:02+00:00,13817,MK,,5020.0,1506.0,30.0,,Dine in,14,"ALOO GOBI,BUTTER GARLIC NAAN,Basmati Rice,Chettinad Chicken,Coastal Prawns (100 GMS),Dal Tadka,Neer Dosa(4pc),Roti"
Detail,2024-01-31 21:57:41+00:00,14344,TD,,2930.0,879.0,30.0,,Dine in,5,"ALOO GOBI,CLEAR SOUP (CHICKEN),Chicken Kebabs (Chicken Angare),Dal Tadka,Roti,Sweet Corn Soup (CHICKEN)"
Detail,2024-02-05 22:42:37+00:00,14650,Multiple,,3260.0,978.0,30.0,,Dine in,21,"Dal Tadka,Ludhiyani Tangdi,ONION KULCHA,ROASTED PAPAD,Roti,Subzi Kofta Masala,Sweet Corn Soup (CHICKEN),Veg Sweet Corn Soup"
Detail,2024-01-26 22:10:38+00:00,14017,TB,,4245.0,1273.5,30.0,,Dine in,4,"ALOO GOBI,CLEAR SOUP (VEG),Chicken Kebabs (Chicken Angare),Crispy Corn,Dal Tadka,Manchow Soup (CHICKEN),ROASTED PAPAD,Roti"
Detail,2023-10-13 22:35:43+00:00,7205,SK,,4145.0,1243.5,30.0,,Dine in,1,"BUTTER GARLIC NAAN,Hyderabadi Biryani (CHICKEN),Kung Pao Chicken,Peshawari Kofta,Roti,Tandoori Prawns REG"
Detail,2024-03-15 23:21:39+00:00,17006,SM,,7805.0,2341.5,30.0,,Garden Table,G 2,"ALOO GOBI,Butter Naan,Dal Tadka,Exotic Stir Fried Vegetable,FRESH LIME SODA,GULAB JAMUN,Jal Jeera,MALAI KULFI,Manchow Soup (VEG),Mutton Kebabs (Gilafi Sheekh),Paneer Kofta Hara Masala,Raita,Roti,Subzi Lahori,Tandoori Chicken (HALF)"
Detail,2023-10-22 15:38:51+00:00,7721,TB,,3440.0,1032.0,30.0,,Dine in,4,"BUTTER GARLIC NAAN,FRIED RICE (VEG),Ginger Bliss,Lemon Coriander (VEG),Pepper Blast Paneer,Phalguni Sabzi,Roti"
Detail,2024-03-31 23:42:40+00:00,17934,Multiple,,4330.0,1299.0,30.0,,Dine in,30,"Chicken Kebabs (Chicken Angare),Crispy Spinach Paneer,FRESH LIME SODA,Hari Subzi Aur Makai Ki Sheek,Roti,Stir Fried Chicken Chilly & Basil,Subzi Lahori"
Detail,2023-09-24 15:52:49+00:00,6052,TD,,4875.0,975.0,20.0,,Dine in,20,"Butter Naan,Butter Paratha,Butter Roomali Roti,Butter Roti,Chilli Chicken,FRIED RICE (CHICKEN),Juices Natural,Murg Makhanwala,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Roti,Stir Fried Chicken Chilly & Basil"
Detail,2023-11-09 00:04:06+00:00,8850,UP,,15110.0,1313.0999999999997,8.690271343481136,,Personal Dine In Room,PDR 3,"BUTTER PUDINA PARATHA,Butter Naan,CHOCOLATE FONDUE CAKE,CREAM CARAMEL,Cheese & Garlic Naan,Chicken Kebabs (Chicken Angare),DIET COKE,Dim Sum (CHICKEN),FRESH LIME SODA,Kung Pao Chicken,Lemon Coriander (CHICKEN),Manchow Soup (VEG),Murg Makhanwala,Papad Fried,Papad Masala,Pompfret (800 GMS),Prawns  REG,ROASTED MASALA PAPAD,ROASTED PAPAD,Roast Lamb In Black Peper,Soda,Steam Chicken With Stir Fried Vegetables,THUMPS UP"
Detail,2024-03-22 23:48:51+00:00,17414,SM,,8375.0,4187.5,50.0,,Dine in,14,"BUTTER GARLIC NAAN,Butter Naan,Dal Tadka,Dum Pukht Biryani (CHICKEN),Dum Pukht Biryani (MUTTON),Jeera Rice,Kung Pao Patato,Paneer Khurchan,Rajasthani Laal Maas,Roti,Stir Fried Chicken Chilly & Basil,Subzi Kofta Masala"
Detail,2023-12-17 00:37:28+00:00,11390,Multiple,,4145.0,829.0,20.0,,Dine in,16,"Butter Naan,Butter Roti,DAL KHICHDI,Diwani Handi,Khasta Chaat,Kung Pao Patato,Papad Masala,Red Bull,Roti,THUMPS UP"
Detail,2023-10-11 15:07:24+00:00,7053,SM,,12090.0,2418.0,20.0,,Dine in,30,"APPLE PIE WITH HOT CUSTARD,BUTTER PUDINA PARATHA,Butter Paratha,CLEAR SOUP (VEG),Cheeese Naan,Dum Pukht Biryani (CHICKEN),Dum Pukht Biryani (VEG),Kung Pao Patato,Manchow Soup (CHICKEN),Manchow Soup (VEG),Methi Roti,Multani Murgh,Paneer Ke Shikanje,Paratha Plain,ROASTED ALMOND KULFI,Raita,Stir Fried Chicken Chilly & Basil,VANILLA ICE CREAM,Virgin Mojito"
Detail,2024-02-23 22:51:03+00:00,4540,SK,,7650.0,2295.0,30.0,,Dine in,5,BOMBAY SAPPHIRE
Detail,2023-08-09 15:48:09+00:00,3261,MK,,18790.0,1879.0,10.0,,Dine in,10,"BLUE BERRY CHEESE CAKE,Burnt Garlic Soup (CHICKEN),Butter Kulcha,Butter Naan,Butter Roti,CREAM CARAMEL,Exotic Stir Fried Vegetable,FRESH LIME SODA,KULFI RABDI FALOODA,Lemon Coriander (VEG),MOONGDAL HALWA,Missi Roti,Murg Makhanwala,Murg Tikka Nawabi,Nilgiri Korma,Paneer Ke Shikanje,Prawns  REG,Roti,SEVEN UP,Stir Fried Chicken Chilly & Basil"
Detail,2024-03-15 14:45:51+00:00,16958,SM,,17040.0,1704.0,10.0,,Dine in,9,"ANGOORI RABDI,Amritsari Dal,Butter Paratha,CREAM CARAMEL,Chilly Crispy Patato,Dal Tadka,Diwani Handi,FRESH LIME SODA,Fruit Punch,Hara Bhara Kabab,Jeera Rice,Lemon Coriander Soup (VEG),Lemon Ice Tea,MALAI KULFI,MOONGDAL HALWA,Manchow Soup (VEG),Paneer Ke Shikanje,Roti,Subzi Kurkure Kebab,Sweet Corn Soup (VEG),TOMATO SOUP"
Detail,2023-10-25 14:56:16+00:00,7948,SK,,8900.0,890.0,10.0,,Dine in,20,"BURNT GARLIC RICE (VEG),FRESH LIME SODA,FRIED RICE (Egg),FUTCHI NOODLES (VEG),HONEY NOODLES WITH VANILLA ICE CREAM,KULFI RABDI FALOODA,Lemon Coriander (VEG),PANEER TIKKA,Peach Iced Tea,Pompfret (500 GMS),TOMATO SOUP,WONTON (VEG)"
Detail,2023-11-28 16:05:47+00:00,10147,SM,,5990.0,599.0,10.0,,Dine in,4,"Clams In Sukha Mangalorian Masala,Healthy Wealthy Salad,MALWANI BOMBIL FRY,Neer Dosa(4pc),Pompfret (500 GMS),Roti,Vegetable Gassi"
Detail,2023-07-06 23:08:40+00:00,321,MK,,5100.0,765.2,15.003921568627451,,Garden Table,G 2,"CHIVAS REGAL,KINGFISHER,KINGFISHER ULTRA,Sangria (INDIAN)"
Detail,2023-08-25 21:58:54+00:00,1146,Multiple,,1920.0,288.1,15.005208333333336,,Personal Dine In Room,PDR 2,"CARLSBERG,KINGFISHER"
Detail,2024-03-31 23:49:50+00:00,5226,TD,,16390.0,2459.0,15.003050640634534,,Garden Table,G 4,"BOMBAY SAPPHIRE,CHIVAS REGAL -18 YEARS,GLENFIDDICH - 12 YEARS,GREY GOOSE,KINGFISHER ULTRA,Toddy (REGULAR)"
Detail,2024-03-31 23:42:45+00:00,5225,Multiple,,465.0,69.8,15.010752688172044,,Dine in,30,KINGFISHER ULTRA
Detail,2024-01-05 23:19:24+00:00,3605,TB,,2670.0,400.6,15.00374531835206,,Dine in,1,"BUDWEISER,JAMESON"
Detail,2024-01-25 22:32:32+00:00,4000,Multiple,,1865.0,279.8,15.002680965147453,,Dine in,15,"HOUSEWINE-IMPORTED RED,HOUSEWINE-INDIAN WHITE,KINGFISHER ULTRA"
Detail,2024-01-21 15:35:58+00:00,3928,SM,,465.0,69.8,15.010752688172044,,Dine in,2,KINGFISHER ULTRA
Detail,2024-01-28 15:16:34+00:00,14144,SM,,10600.0,1590.3,15.002830188679246,,Dine in,9,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Naan,Butter Paratha,DIET COKE,Dum Pukht Biryani (MUTTON),Murg Makhanwala,Naan,PEPSI,Paneer Lawabdar"
Detail,2023-11-14 00:28:41+00:00,9240,SK,,15145.0,1514.5,10.0,,Dine in,14,"Basmati Rice,Butter Naan,Butter Roti,Chilly Basil Mushroom,Clams In Sukha Mangalorian Masala,Coastal Surmai (Mangalorian Curry),DIET COKE,Dal Tadka,Exotic Stir Fried Vegetable,HOT POT RICE (VEG),LASSI,Manchow Soup (VEG),Mutton Kebabs (Lucknowi Sheekh),Neer Dosa(4pc),PUDINA PARATHA,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Prawns (100 GMS),ROASTED MASALA PAPAD,Roti,Sweet Corn Soup (VEG),THUMPS UP,Tom Kha (SEA FOOD)"
Detail,2023-09-08 23:39:45+00:00,5163,Multiple,,11580.0,2895.9000000000005,25.007772020725394,,Garden Table,G 2,"Basmati Rice,CHICKEN GASSI,CREAM CARAMEL,Chicken Kebabs (Chicken Angare),Dum Pukht Biryani (MUTTON),FRESH LIME SODA,HOT PUDDING WITH BUTTER SCOTCH SAUCE,Kori Roti,MILLENNIUM KULFI,Murg Tikka Nawabi,Neer Dosa(4pc),Roti,Soda,Vegetable Gassi,Virgin Mojito"
Detail,2023-09-10 15:43:15+00:00,5298,SM,,27575.0,6894.600000000001,25.00308250226655,,Garden Table,G 2,"BUTTER GARLIC NAAN,Basmati Rice,Butter Naan,CAKE HALF KG,Dal Tadka,Exotic Stir Fried Vegetable,FORTUNE NOODLES (CHICKEN),FRESH LIME SODA,FRESH LIME WATER,FUTCHI RICE (VEG),HAKKA NOODLES (VEG),HOT PUDDING WITH BUTTER SCOTCH SAUCE,Kung Pao Chicken,Manchow Soup (CHICKEN),Manchow Soup (VEG),Murg Tikka Nawabi,Paneer Ke Shikanje,Prawns (100 GMS),Roomali Roti,Roti,Sweet Corn Soup (CHICKEN),Virgin Mojito"
Detail,2024-01-15 21:38:04+00:00,3818,Multiple,,1850.0,370.0,20.0,,Dine in,9,"BOMBAY SAPPHIRE,JAMESON,Martini (GREY GOOSE)"
Detail,2023-09-14 01:11:31+00:00,5501,TD,,20145.0,5127.099999999998,25.45098039215685,,Dine in,B 3,"Amritsari Dal,Basmati Rice,Butter Naan,Butter Paratha,Chicken Kebabs (Murg Lalwari),Crispy Spinach Paneer,GULAB JAMUN,HOT POT RICE (CHICKEN),HOT POT RICE (VEG),MALAI KULFI,Murg Makhanwala,Mushroom Galauti,Prawns  REG,Rawas (INDIAN),Roti,Subzi Lahori"
Detail,2023-10-07 21:58:27+00:00,6813,Multiple,,4050.0,405.0,10.0,,Dine in,3,"Burnt Garlic Soup (VEG),Butter Roti,Cheese & Garlic Naan,Chilly Crispy Patato,Dim Sum (VEG),Phalguni Sabzi,Veg Cheesy Roll"
Detail,2023-10-07 21:58:28+00:00,1835,Multiple,,990.0,99.0,10.0,,Dine in,3,KINGFISHER
Detail,2024-03-31 23:49:34+00:00,17937,TD,,33100.0,4967.8000000000075,15.008459214501533,,Garden Table,G 4,"ANGOORI RABDI,Amritsari Dal,BURNT GARLIC NOODLES (VEG),Bhara Hua Aloo,Bhindi Mirch Masala,Butter Roti,CREAM CARAMEL,Crispy Corn,DAL KHICHDI,Dal Tadka,Dim Sum (VEG),FRESH LIME SODA,FUTCHI RICE (VEG),GULAB JAMUN,Green Salad,Juices Fresh,Kung Pao Patato,LASOONI PALAK,Lemon Fizz,MILLENNIUM KULFI,Manchow Soup (VEG),Methi Roti,Missi Roti,PANEER TIKKA,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Paneer Ke Shikanje,Paneer Khurchan,Plain Curd,ROASTED PAPAD,Raita,Roti,SEVEN UP,Subzi Kurkure Kebab,Subzi Lahori,Tonic Water,VEG MANCHURIAN DRY,Virgin Colada,Wonton & Noodle Soup (VEG)"
Detail,2024-01-20 14:45:48+00:00,13600,MK,,1625.0,162.5,10.0,,Dine in,16,"Butter Roti,Manchow Soup (VEG),PANEER MAKHANWALA,Roti"
Detail,2024-03-22 15:11:07+00:00,17361,TD,,1435.0,143.5,10.0,,Dine in,21,"Butter Roti,Manchow Soup (VEG),PANEER MAKHANWALA,Roti"
Detail,2024-02-27 15:26:38+00:00,16001,SM,,5155.0,515.5,10.0,,Dine in,20,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Naan,Butter Roti,Kalonji Ka Baigan,PANEER CHILLY DRY,PEPSI,Plain Curd,ROASTED MASALA PAPAD,Roti,Subzi Kofta Masala,Subzi Kurkure Kebab"
Detail,2024-01-17 14:56:54+00:00,13448,Multiple,,12810.0,1281.0,10.0,,Dine in,15,"Butter Roti,Cheese Garlic Bread,Chicken Kebabs (Chicken Angare),FRESH LIME SODA,FUTCHI RICE (VEG),Jeera Rice,Kung Pao Patato,Lemon Coriander Soup (CHICKEN),Lemon Coriander Soup (VEG),MASALA CHAAS,Manchow Soup (VEG),Nam Prick (PANEER),ONION KULCHA,Paneer Ke Shikanje,Phalguni Sabzi,TOMATO SOUP,Virgin Colada,Virgin Mojito"
Detail,2023-12-10 14:13:42+00:00,10940,SM,,2465.0,246.5,10.0,,Dine in,1,"Butter Roti,Manchow Soup (VEG),PANEER MAKHANWALA,Roomali Roti,Roti,Subzi Sunheri"
Detail,2023-11-28 14:41:39+00:00,10144,SK,,4010.0,401.0,10.0,,Dine in,12,"BUTTER GARLIC NAAN,Butter Roti,Dim Sum (VEG),FRESH LIME SODA,Hara Bhara Kabab,PANEER MAKHANWALA,Phalguni Sabzi,Roti"
Detail,2024-02-25 22:40:49+00:00,15933,Multiple,,3605.0,721.0,20.0,,Dine in,15,"BUTTER PUDINA PARATHA,Butter Naan,Chilly Crispy Patato,Diwani Handi,Methi Roti,PANEER TIKKA,Subzi Kofta Masala"
Detail,2024-07-08 14:01:40+00:00,5724,SM,,945.0,189.0,20.0,,Dine in,5,"Butter Naan,VEG MANCHURIAN DRY"
Detail,2023-07-05 22:08:07+00:00,1185,TD,,4605.0,921.0,20.0,,Dine in,16,"Butter Roti,Dal Tadka,Garlic Naan,Manchow Soup (VEG),Missi Roti,Paneer Lawabdar,Tandoori Platter (VEG)"
Detail,2024-01-29 22:56:32+00:00,14252,Multiple,,15710.0,3142.0,20.0,,Garden Table,G 2,"Amritsari Dal,Bhindi Mirch Masala,Butter Naan,Butter Paratha,Butter Roti,Cheese Garlic Bread,Chilly Basil Mushroom,Crispy Corn,DAL KHICHDI,DIET COKE,Dal Tadka,Dim Sum (VEG),Dum Pukht Biryani (CHICKEN),FRESH LIME SODA,Ginger Bliss,Hara Bhara Kabab,Multani Murgh,Paneer Ke Shikanje,ROASTED PAPAD,SEVEN UP,Subzi Kofta Masala,Tonic Water,Virgin Colada,Virgin Mojito"
Detail,2023-12-11 22:50:28+00:00,11062,Multiple,,17765.0,3553.0,20.0,,Dine in,9,"Butter Kulcha,Butter Naan,Butter Roti,Chicken Kebabs (Chicken Angare),Dal Tadka,Jeera Rice,Manchow Soup (CHICKEN),Manchow Soup (VEG),Murg Tikka Nawabi,Naan,PANEER CHILLY DRY,Subzi Kofta Masala,Subzi Kurkure Kebab,Subzi Lahori,Virgin Mojito"
Detail,2023-12-02 15:48:11+00:00,2855,MK,,795.0,238.5,30.0,,Dine in,2,"BACARDI BREEZER,Heineken Silver"
Detail,2023-12-28 00:09:38+00:00,3403,TD,,465.0,139.5,30.0,,Dine in,2,BUDWEISER
Detail,2023-11-05 15:39:04+00:00,2351,TD,,465.0,69.8,15.010752688172044,,Dine in,16,KINGFISHER ULTRA
Detail,2023-12-11 23:38:36+00:00,3071,Multiple,,465.0,69.8,15.010752688172044,,Dine in,20,KINGFISHER ULTRA
Detail,2023-07-16 22:41:45+00:00,1884,SM,,6560.0,1968.0,30.0,,Personal Dine In Room,PDR 3,"BURNT GARLIC RICE (VEG),Butter Kulcha,Butter Roti,DAL KHICHDI,Dal Tadka,French Fries,Manchow Soup (VEG),Paneer Khurchan,Subzi Lahori"
Detail,2023-11-18 22:31:46+00:00,9558,SK,,12565.0,2513.0,20.0,,Dine in,15,"ANGOORI RABDI,BUTTER GARLIC NAAN,DAL KHICHDI,Lemon Fizz,MILLENNIUM KULFI,Manchow Soup (CHICKEN),Manchow Soup (VEG),Pompfret (500 GMS),Prawns  REG,Stir Fried Chicken Chilly & Basil,Subzi Ka Mela,Subzi Kurkure Kebab,VEG MANCHURIAN DRY"
Detail,2023-07-28 22:30:58+00:00,2489,Multiple,,9521.0,2381.0000000000005,25.00787732381053,,Personal Dine In Room,PDR 3,"BUTTER GARLIC NAAN,Brocoli,babycorn Mushroom Sizzle Chilly,Butter Kulcha,Butter Naan,Butter Roti,Diwani Handi,Fruit Punch,HAKKA NOODLES (VEG),Juices Fresh,PEPSI,Paneer Ke Shikanje,Papad Masala,Phalguni Sabzi,Plain Kulcha,Raita,Roti,SEVEN UP,Subzi Kurkure Kebab,Tom Kha (VEG),Wonton & Noodle Soup (VEG)"
Detail,2024-01-11 15:59:21+00:00,13047,MK,,10930.0,2186.0,20.0,,Dine in,30,"FUTCHI RICE (CHICKEN),HOT POT RICE (CHICKEN),MALAI KULFI,MOONGDAL HALWA,Prawns (100 GMS),Spicy Crab Soup,THUMPS UP"
Detail,2024-01-09 20:13:47+00:00,12941,SM,,4845.0,969.0,20.0,,Dine in,4,"Paneer Ke Shikanje,Pompfret (600 GMS),Prawns (100 GMS)"
